Frequency ,Date,Rank,Player,Source,
Monthly,2017-12-01,1,Nour El Sherbini,https://www.psasquashtour.com/news/el-sherbini-stays-at-world-no-1-for-20th-successive-month/,
Monthly,2017-12-01,2,Raneem El Welily,https://www.psasquashtour.com/news/el-sherbini-stays-at-world-no-1-for-20th-successive-month/,
Monthly,2017-12-01,3,Camille Serme,https://www.psasquashtour.com/news/el-sherbini-stays-at-world-no-1-for-20th-successive-month/,
Monthly,2017-12-01,4,Laura Massaro,https://www.psasquashtour.com/news/el-sherbini-stays-at-world-no-1-for-20th-successive-month/,
Monthly,2017-12-01,5,Nouran Gohar,https://www.psasquashtour.com/news/el-sherbini-stays-at-world-no-1-for-20th-successive-month/,
Monthly,2017-12-01,6,Nicol David,https://www.psasquashtour.com/news/el-sherbini-stays-at-world-no-1-for-20th-successive-month/,
Monthly,2017-12-01,7,Sarah-Jane Perry,https://www.psasquashtour.com/news/el-sherbini-stays-at-world-no-1-for-20th-successive-month/,
Monthly,2017-12-01,8,Nour El Tayeb,https://www.psasquashtour.com/news/el-sherbini-stays-at-world-no-1-for-20th-successive-month/,
Monthly,2017-12-01,9,Joelle King,https://www.psasquashtour.com/news/el-sherbini-stays-at-world-no-1-for-20th-successive-month/,
Monthly,2017-12-01,10,Alison Waters,https://www.psasquashtour.com/news/el-sherbini-stays-at-world-no-1-for-20th-successive-month/,
Monthly,2017-12-01,11,Annie Au,https://www.psasquashtour.com/news/el-sherbini-stays-at-world-no-1-for-20th-successive-month/,
Monthly,2017-12-01,12,Olivia Clyne,https://www.psasquashtour.com/news/el-sherbini-stays-at-world-no-1-for-20th-successive-month/,
Monthly,2017-12-01,13,Emily Whitlock,https://www.psasquashtour.com/news/el-sherbini-stays-at-world-no-1-for-20th-successive-month/,
Monthly,2017-12-01,14,Tesni Murphy,https://www.psasquashtour.com/news/el-sherbini-stays-at-world-no-1-for-20th-successive-month/,
Monthly,2017-12-01,15,Joshna Chinappa,https://www.psasquashtour.com/news/el-sherbini-stays-at-world-no-1-for-20th-successive-month/,
Monthly,2017-12-01,16,Victoria Lust,https://www.psasquashtour.com/news/el-sherbini-stays-at-world-no-1-for-20th-successive-month/,
Monthly,2017-12-01,17,Donna Lobban,https://www.psasquashtour.com/news/el-sherbini-stays-at-world-no-1-for-20th-successive-month/,
Monthly,2017-12-01,18,Joey Chan,https://www.psasquashtour.com/news/el-sherbini-stays-at-world-no-1-for-20th-successive-month/,
Monthly,2017-12-01,19,Salma Hany,https://www.psasquashtour.com/news/el-sherbini-stays-at-world-no-1-for-20th-successive-month/,
Monthly,2017-12-01,20,Dipika Pallikal Karthik,https://www.psasquashtour.com/news/el-sherbini-stays-at-world-no-1-for-20th-successive-month/,
Monthly,2018-01-01,1,Nour El Sherbini,https://x.com/PSASquashTour/status/947779343136231424/photo/1,
Monthly,2018-01-01,2,Raneem El Welily,https://x.com/PSASquashTour/status/947779343136231424/photo/1,
Monthly,2018-01-01,3,Camille Serme,https://x.com/PSASquashTour/status/947779343136231424/photo/1,
Monthly,2018-01-01,4,Laura Massaro,https://x.com/PSASquashTour/status/947779343136231424/photo/1,
Monthly,2018-01-01,5,Nouran Gohar,https://x.com/PSASquashTour/status/947779343136231424/photo/1,
Monthly,2018-01-01,6,Nicol David,https://x.com/PSASquashTour/status/947779343136231424/photo/1,
Monthly,2018-01-01,7,Nour El Tayeb,https://x.com/PSASquashTour/status/947779343136231424/photo/1,
Monthly,2018-01-01,8,Sarah-Jane Perry,https://x.com/PSASquashTour/status/947779343136231424/photo/1,
Monthly,2018-01-01,9,Joelle King,https://x.com/PSASquashTour/status/947779343136231424/photo/1,
Monthly,2018-01-01,10,Alison Waters,https://x.com/PSASquashTour/status/947779343136231424/photo/1,
Monthly,2018-01-01,11,Annie Au,https://x.com/PSASquashTour/status/947779343136231424/photo/1,
Monthly,2018-01-01,12,Tesni Murphy,https://x.com/PSASquashTour/status/947779343136231424/photo/1,
Monthly,2018-01-01,13,Olivia Clyne,https://x.com/PSASquashTour/status/947779343136231424/photo/1,
Monthly,2018-01-01,14,Joshna Chinappa,https://x.com/PSASquashTour/status/947779343136231424/photo/1,
Monthly,2018-01-01,15,Emily Whitlock,https://x.com/PSASquashTour/status/947779343136231424/photo/1,
Monthly,2018-01-01,16,Victoria Lust,https://x.com/PSASquashTour/status/947779343136231424/photo/1,
Monthly,2018-01-01,17,Donna Lobban,https://x.com/PSASquashTour/status/947779343136231424/photo/1,
Monthly,2018-01-01,18,Salma Hany,https://x.com/PSASquashTour/status/947779343136231424/photo/1,
Monthly,2018-01-01,19,Joey Chan,https://x.com/PSASquashTour/status/947779343136231424/photo/1,
Monthly,2018-01-01,20,Dipika Pallikal Karthik,https://x.com/PSASquashTour/status/947779343136231424/photo/1,
Monthly,2018-02-01,1,Nour El Sherbini,https://x.com/PSASquashTour/status/959013435009896449/photo/1,
Monthly,2018-02-01,2,Raneem El Welily,https://x.com/PSASquashTour/status/959013435009896449/photo/1,
Monthly,2018-02-01,3,Nour El Tayeb,https://x.com/PSASquashTour/status/959013435009896449/photo/1,
Monthly,2018-02-01,4,Laura Massaro,https://x.com/PSASquashTour/status/959013435009896449/photo/1,
Monthly,2018-02-01,5,Camille Serme,https://x.com/PSASquashTour/status/959013435009896449/photo/1,
Monthly,2018-02-01,6,Nouran Gohar,https://x.com/PSASquashTour/status/959013435009896449/photo/1,
Monthly,2018-02-01,7,Nicol David,https://x.com/PSASquashTour/status/959013435009896449/photo/1,
Monthly,2018-02-01,8,Sarah-Jane Perry,https://x.com/PSASquashTour/status/959013435009896449/photo/1,
Monthly,2018-02-01,9,Joelle King,https://x.com/PSASquashTour/status/959013435009896449/photo/1,
Monthly,2018-02-01,10,Alison Waters,https://x.com/PSASquashTour/status/959013435009896449/photo/1,
Monthly,2018-02-01,11,Annie Au,https://x.com/PSASquashTour/status/959013435009896449/photo/1,
Monthly,2018-02-01,12,Tesni Murphy,https://x.com/PSASquashTour/status/959013435009896449/photo/1,
Monthly,2018-02-01,13,Olivia Clyne,https://x.com/PSASquashTour/status/959013435009896449/photo/1,
Monthly,2018-02-01,14,Emily Whitlock,https://x.com/PSASquashTour/status/959013435009896449/photo/1,
Monthly,2018-02-01,15,Donna Lobban,https://x.com/PSASquashTour/status/959013435009896449/photo/1,
Monthly,2018-02-01,16,Victoria Lust,https://x.com/PSASquashTour/status/959013435009896449/photo/1,
Monthly,2018-02-01,17,Joshna Chinappa,https://x.com/PSASquashTour/status/959013435009896449/photo/1,
Monthly,2018-02-01,18,Joey Chan,https://x.com/PSASquashTour/status/959013435009896449/photo/1,
Monthly,2018-02-01,19,Salma Hany,https://x.com/PSASquashTour/status/959013435009896449/photo/1,
Monthly,2018-02-01,20,Dipika Pallikal Karthik,https://x.com/PSASquashTour/status/959013435009896449/photo/1,
Monthly,2018-03-01,1,Nour El Sherbini,,
Monthly,2018-03-01,2,Raneem El Welily,,
Monthly,2018-03-01,3,Nour El Tayeb,,
Monthly,2018-03-01,4,Laura Massaro,,
Monthly,2018-03-01,5,Nouran Gohar,,
Monthly,2018-03-01,6,Camille Serme,,
Monthly,2018-03-01,7,Joelle King,,
Monthly,2018-03-01,8,Nicol David,,
Monthly,2018-03-01,9,Sarah-Jane Perry,,
Monthly,2018-03-01,10,Alison Waters,,
Monthly,2018-03-01,11,Annie Au,,
Monthly,2018-03-01,12,Tesni Murphy,,
Monthly,2018-03-01,13,Olivia Clyne,,
Monthly,2018-03-01,14,Donna Lobban,,
Monthly,2018-03-01,15,Victoria Lust,,
Monthly,2018-03-01,16,Joshna Chinappa,,
Monthly,2018-03-01,17,Emily Whitlock,,
Monthly,2018-03-01,18,,,
Monthly,2018-03-01,19,,,
Monthly,2018-03-01,20,Dipika Pallikal Karthik,,
Monthly,2018-04-01,1,Nour El Sherbini,https://x.com/PSASquashTour/status/980382371513098240/photo/1,
Monthly,2018-04-01,2,Raneem El Welily,https://x.com/PSASquashTour/status/980382371513098240/photo/1,
Monthly,2018-04-01,3,Nour El Tayeb,https://x.com/PSASquashTour/status/980382371513098240/photo/1,
Monthly,2018-04-01,4,Joelle King,https://x.com/PSASquashTour/status/980382371513098240/photo/1,
Monthly,2018-04-01,5,Nouran Gohar,https://x.com/PSASquashTour/status/980382371513098240/photo/1,
Monthly,2018-04-01,6,Camille Serme,https://x.com/PSASquashTour/status/980382371513098240/photo/1,
Monthly,2018-04-01,7,Laura Massaro,https://x.com/PSASquashTour/status/980382371513098240/photo/1,
Monthly,2018-04-01,8,Sarah-Jane Perry,https://x.com/PSASquashTour/status/980382371513098240/photo/1,
Monthly,2018-04-01,9,Nicol David,https://x.com/PSASquashTour/status/980382371513098240/photo/1,
Monthly,2018-04-01,10,Alison Waters,https://x.com/PSASquashTour/status/980382371513098240/photo/1,
Monthly,2018-04-01,11,Annie Au,https://x.com/PSASquashTour/status/980382371513098240/photo/1,
Monthly,2018-04-01,12,Tesni Murphy,https://x.com/PSASquashTour/status/980382371513098240/photo/1,
Monthly,2018-04-01,13,Olivia Clyne,https://x.com/PSASquashTour/status/980382371513098240/photo/1,
Monthly,2018-04-01,14,Joshna Chinappa,https://x.com/PSASquashTour/status/980382371513098240/photo/1,
Monthly,2018-04-01,15,Victoria Lust,https://x.com/PSASquashTour/status/980382371513098240/photo/1,
Monthly,2018-04-01,16,Donna Lobban,https://x.com/PSASquashTour/status/980382371513098240/photo/1,
Monthly,2018-04-01,17,Salma Hany,https://x.com/PSASquashTour/status/980382371513098240/photo/1,
Monthly,2018-04-01,18,Dipika Pallikal Karthik,https://x.com/PSASquashTour/status/980382371513098240/photo/1,
Monthly,2018-04-01,19,Emily Whitlock,https://x.com/PSASquashTour/status/980382371513098240/photo/1,
Monthly,2018-04-01,20,Mariam Metwally,https://x.com/PSASquashTour/status/980382371513098240/photo/1,
Monthly,2018-05-01,1,Nour El Sherbini,https://www.worldsquash.org/may-world-rankings-2/,
Monthly,2018-05-01,2,Raneem El Welily,https://www.worldsquash.org/may-world-rankings-2/,
Monthly,2018-05-01,3,Nour El Tayeb,https://www.worldsquash.org/may-world-rankings-2/,
Monthly,2018-05-01,4,Joelle King,https://www.worldsquash.org/may-world-rankings-2/,
Monthly,2018-05-01,5,Nouran Gohar,https://www.worldsquash.org/may-world-rankings-2/,
Monthly,2018-05-01,6,Camille Serme,https://www.worldsquash.org/may-world-rankings-2/,
Monthly,2018-05-01,7,Laura Massaro,https://www.worldsquash.org/may-world-rankings-2/,
Monthly,2018-05-01,8,Sarah-Jane Perry,https://www.worldsquash.org/may-world-rankings-2/,
Monthly,2018-05-01,9,Nicol David,https://www.worldsquash.org/may-world-rankings-2/,
Monthly,2018-05-01,10,Alison Waters,https://www.worldsquash.org/may-world-rankings-2/,
Monthly,2018-05-01,11,Annie Au,https://www.worldsquash.org/may-world-rankings-2/,
Monthly,2018-05-01,12,Tesni Murphy,https://www.worldsquash.org/may-world-rankings-2/,
Monthly,2018-05-01,13,Olivia Clyne,https://www.worldsquash.org/may-world-rankings-2/,
Monthly,2018-05-01,14,Joshna Chinappa,https://www.worldsquash.org/may-world-rankings-2/,
Monthly,2018-05-01,15,Victoria Lust,https://www.worldsquash.org/may-world-rankings-2/,
Monthly,2018-05-01,16,Salma Hany,https://www.worldsquash.org/may-world-rankings-2/,
Monthly,2018-05-01,17,Donna Lobban,https://www.worldsquash.org/may-world-rankings-2/,
Monthly,2018-05-01,18,Dipika Pallikal Karthik,https://www.worldsquash.org/may-world-rankings-2/,
Monthly,2018-05-01,19,Joey Chan,https://www.worldsquash.org/may-world-rankings-2/,
Monthly,2018-05-01,20,Hania El Hammamy,https://www.worldsquash.org/may-world-rankings-2/,
Monthly,2018-06-01,1,Nour El Sherbini,"https://squashmad.com/breaking-news/camille-serme-soars-back-number-five-june-psa-rankings/#:~:text=1%20as%20she%20extends%20her,Rankings%20Top%2020%20%E2%80%93%20June%202018.",
Monthly,2018-06-01,2,Raneem El Welily,"https://squashmad.com/breaking-news/camille-serme-soars-back-number-five-june-psa-rankings/#:~:text=1%20as%20she%20extends%20her,Rankings%20Top%2020%20%E2%80%93%20June%202018.",
Monthly,2018-06-01,3,Nour El Tayeb,"https://squashmad.com/breaking-news/camille-serme-soars-back-number-five-june-psa-rankings/#:~:text=1%20as%20she%20extends%20her,Rankings%20Top%2020%20%E2%80%93%20June%202018.",
Monthly,2018-06-01,4,Joelle King,"https://squashmad.com/breaking-news/camille-serme-soars-back-number-five-june-psa-rankings/#:~:text=1%20as%20she%20extends%20her,Rankings%20Top%2020%20%E2%80%93%20June%202018.",
Monthly,2018-06-01,5,Camille Serme,"https://squashmad.com/breaking-news/camille-serme-soars-back-number-five-june-psa-rankings/#:~:text=1%20as%20she%20extends%20her,Rankings%20Top%2020%20%E2%80%93%20June%202018.",
Monthly,2018-06-01,6,Nouran Gohar,"https://squashmad.com/breaking-news/camille-serme-soars-back-number-five-june-psa-rankings/#:~:text=1%20as%20she%20extends%20her,Rankings%20Top%2020%20%E2%80%93%20June%202018.",
Monthly,2018-06-01,7,Laura Massaro,"https://squashmad.com/breaking-news/camille-serme-soars-back-number-five-june-psa-rankings/#:~:text=1%20as%20she%20extends%20her,Rankings%20Top%2020%20%E2%80%93%20June%202018.",
Monthly,2018-06-01,8,Sarah-Jane Perry,"https://squashmad.com/breaking-news/camille-serme-soars-back-number-five-june-psa-rankings/#:~:text=1%20as%20she%20extends%20her,Rankings%20Top%2020%20%E2%80%93%20June%202018.",
Monthly,2018-06-01,9,Nicol David,"https://squashmad.com/breaking-news/camille-serme-soars-back-number-five-june-psa-rankings/#:~:text=1%20as%20she%20extends%20her,Rankings%20Top%2020%20%E2%80%93%20June%202018.",
Monthly,2018-06-01,10,Alison Waters,"https://squashmad.com/breaking-news/camille-serme-soars-back-number-five-june-psa-rankings/#:~:text=1%20as%20she%20extends%20her,Rankings%20Top%2020%20%E2%80%93%20June%202018.",
Monthly,2018-06-01,11,Annie Au,"https://squashmad.com/breaking-news/camille-serme-soars-back-number-five-june-psa-rankings/#:~:text=1%20as%20she%20extends%20her,Rankings%20Top%2020%20%E2%80%93%20June%202018.",
Monthly,2018-06-01,12,Tesni Murphy,"https://squashmad.com/breaking-news/camille-serme-soars-back-number-five-june-psa-rankings/#:~:text=1%20as%20she%20extends%20her,Rankings%20Top%2020%20%E2%80%93%20June%202018.",
Monthly,2018-06-01,13,Victoria Lust,"https://squashmad.com/breaking-news/camille-serme-soars-back-number-five-june-psa-rankings/#:~:text=1%20as%20she%20extends%20her,Rankings%20Top%2020%20%E2%80%93%20June%202018.",
Monthly,2018-06-01,14,Olivia Clyne,"https://squashmad.com/breaking-news/camille-serme-soars-back-number-five-june-psa-rankings/#:~:text=1%20as%20she%20extends%20her,Rankings%20Top%2020%20%E2%80%93%20June%202018.",
Monthly,2018-06-01,15,Salma Hany,"https://squashmad.com/breaking-news/camille-serme-soars-back-number-five-june-psa-rankings/#:~:text=1%20as%20she%20extends%20her,Rankings%20Top%2020%20%E2%80%93%20June%202018.",
Monthly,2018-06-01,16,Joshna Chinappa,"https://squashmad.com/breaking-news/camille-serme-soars-back-number-five-june-psa-rankings/#:~:text=1%20as%20she%20extends%20her,Rankings%20Top%2020%20%E2%80%93%20June%202018.",
Monthly,2018-06-01,17,Donna Lobban,"https://squashmad.com/breaking-news/camille-serme-soars-back-number-five-june-psa-rankings/#:~:text=1%20as%20she%20extends%20her,Rankings%20Top%2020%20%E2%80%93%20June%202018.",
Monthly,2018-06-01,18,Amanda Sobhy,"https://squashmad.com/breaking-news/camille-serme-soars-back-number-five-june-psa-rankings/#:~:text=1%20as%20she%20extends%20her,Rankings%20Top%2020%20%E2%80%93%20June%202018.",
Monthly,2018-06-01,19,Dipika Pallikal Karthik,"https://squashmad.com/breaking-news/camille-serme-soars-back-number-five-june-psa-rankings/#:~:text=1%20as%20she%20extends%20her,Rankings%20Top%2020%20%E2%80%93%20June%202018.",
Monthly,2018-06-01,20,Hania El Hammamy,"https://squashmad.com/breaking-news/camille-serme-soars-back-number-five-june-psa-rankings/#:~:text=1%20as%20she%20extends%20her,Rankings%20Top%2020%20%E2%80%93%20June%202018.",
Monthly,2018-07-01,1,Nour El Sherbini,https://www.psasquashtour.com/news/el-sherbini-heads-up-unchanged-top-20-in-women-s-world-rankings/,
Monthly,2018-07-01,2,Raneem El Welily,https://www.psasquashtour.com/news/el-sherbini-heads-up-unchanged-top-20-in-women-s-world-rankings/,
Monthly,2018-07-01,3,Nour El Tayeb,https://www.psasquashtour.com/news/el-sherbini-heads-up-unchanged-top-20-in-women-s-world-rankings/,
Monthly,2018-07-01,4,Joelle King,https://www.psasquashtour.com/news/el-sherbini-heads-up-unchanged-top-20-in-women-s-world-rankings/,
Monthly,2018-07-01,5,Camille Serme,https://www.psasquashtour.com/news/el-sherbini-heads-up-unchanged-top-20-in-women-s-world-rankings/,
Monthly,2018-07-01,6,Nouran Gohar,https://www.psasquashtour.com/news/el-sherbini-heads-up-unchanged-top-20-in-women-s-world-rankings/,
Monthly,2018-07-01,7,Laura Massaro,https://www.psasquashtour.com/news/el-sherbini-heads-up-unchanged-top-20-in-women-s-world-rankings/,
Monthly,2018-07-01,8,Sarah-Jane Perry,https://www.psasquashtour.com/news/el-sherbini-heads-up-unchanged-top-20-in-women-s-world-rankings/,
Monthly,2018-07-01,9,Nicol David,https://www.psasquashtour.com/news/el-sherbini-heads-up-unchanged-top-20-in-women-s-world-rankings/,
Monthly,2018-07-01,10,Alison Waters,https://www.psasquashtour.com/news/el-sherbini-heads-up-unchanged-top-20-in-women-s-world-rankings/,
Monthly,2018-07-01,11,Annie Au,https://www.psasquashtour.com/news/el-sherbini-heads-up-unchanged-top-20-in-women-s-world-rankings/,
Monthly,2018-07-01,12,Tesni Murphy,https://www.psasquashtour.com/news/el-sherbini-heads-up-unchanged-top-20-in-women-s-world-rankings/,
Monthly,2018-07-01,13,Victoria Lust,https://www.psasquashtour.com/news/el-sherbini-heads-up-unchanged-top-20-in-women-s-world-rankings/,
Monthly,2018-07-01,14,Olivia Clyne,https://www.psasquashtour.com/news/el-sherbini-heads-up-unchanged-top-20-in-women-s-world-rankings/,
Monthly,2018-07-01,15,Salma Hany,https://www.psasquashtour.com/news/el-sherbini-heads-up-unchanged-top-20-in-women-s-world-rankings/,
Monthly,2018-07-01,16,Joshna Chinappa,https://www.psasquashtour.com/news/el-sherbini-heads-up-unchanged-top-20-in-women-s-world-rankings/,
Monthly,2018-07-01,17,Donna Lobban,https://www.psasquashtour.com/news/el-sherbini-heads-up-unchanged-top-20-in-women-s-world-rankings/,
Monthly,2018-07-01,18,Amanda Sobhy,https://www.psasquashtour.com/news/el-sherbini-heads-up-unchanged-top-20-in-women-s-world-rankings/,
Monthly,2018-07-01,19,Dipika Pallikal Karthik,https://www.psasquashtour.com/news/el-sherbini-heads-up-unchanged-top-20-in-women-s-world-rankings/,
Monthly,2018-07-01,20,Hania El Hammamy,https://www.psasquashtour.com/news/el-sherbini-heads-up-unchanged-top-20-in-women-s-world-rankings/,
Monthly,2018-08-01,1,Nour El Sherbini,https://www.psasquashtour.com/news/el-sherbini-heads-up-unchanged-top-20-in-women-s-world-rankings/,
Monthly,2018-08-01,2,Raneem El Welily,https://www.psasquashtour.com/news/el-sherbini-heads-up-unchanged-top-20-in-women-s-world-rankings/,
